budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime(in_minutes),spoken_languages,status,title,vote_average,vote_count,multigenre,multilanguage,multicompany,multicountry
"$13,000,000.00",Drama,9672,tt0420609,en,Infamous,5.17,"Killer Films, Longfellow Pictures, Warner Independent Pictures (WIP), Jack and Henry Productions Inc.",United States of America,2006-11-16,"$1,151,330.00",110,"English, German",Released,Infamous,6.4,60,no,yes,yes,no
"$20,000,000.00",Drama,15005,tt0430431,en,One Night with the King,3.66,Gener8Xion Entertainment,United States of America,2006-10-13,"$13,391,174.00",123,English,Released,One Night with the King,6.1,12,no,no,no,no
"$26,000,000.00","Romance, Drama",1440,tt0404203,en,Little Children,7.31,"New Line Cinema, Standard Film Company, Bona Fide Productions",United States of America,2006-10-06,"$14,821,658.00",136,English,Released,Little Children,6.9,243,yes,no,yes,no
"$100,000.00",Drama,18925,tt0805526,en,Facing the Giants,7.49,Destination Films,United States of America,2006-09-29,"$10,178,331.00",111,English,Released,Facing the Giants,6.6,64,no,no,no,no
"$6,000,000.00",Drama,1523,tt0455590,en,The Last King of Scotland,9.42,"Fox Searchlight Pictures, Cowboy Films, DNA Films, Scottish Screen, UK Film Council, Filmfour, Slate Films, Tatfilm","United Kingdom, Germany, United States of America",2006-09-01,"$48,027,970.00",121,"English, French, German, Swahili",Released,The Last King of Scotland,7.4,568,no,yes,yes,yes
"$2,000,000.00","Romance, Drama, Comedy",1378,tt0367027,en,Shortbus,11.55,"Fortissimo Films, Process Productions, Q Television",United States of America,2006-05-20,"$5,179,037.00",101,English,Released,Shortbus,6.3,141,yes,no,yes,no
"$76,000,000.00","Drama, Action, Thriller, Science Fiction",9693,tt0206634,en,Children of Men,14.11,"Universal Pictures, Strike Entertainment, Hit & Run Productions","United Kingdom, United States of America",2006-09-22,"$69,959,751.00",109,English,Released,Children of Men,7.4,2120,yes,no,yes,yes
"$40,000,000.00","Drama, Mystery, Thriller",1124,tt0482571,en,The Prestige,16.95,"Warner Bros., Touchstone Pictures, Syncopy",United States of America,2006-10-19,"$109,676,311.00",130,English,Released,The Prestige,8.0,4510,yes,no,yes,no
"$90,000,000.00","War, Drama, History",3683,tt0418689,en,Flags of Our Fathers,9.22,"DreamWorks SKG, Amblin Entertainment, Malpaso Productions, Warner Bros.",United States of America,2006-10-18,"$65,900,249.00",132,English,Released,Flags of Our Fathers,6.7,532,yes,no,yes,no
"$15,000,000.00",Drama,14012,tt0434215,en,Flicka,3.94,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Zucker/Netter Productions","United Kingdom, United States of America",2006-10-20,"$21,000,000.00",95,English,Released,Flicka,6.1,52,no,no,yes,yes
"$10,000,000.00","Horror, Thriller, Crime",214,tt0489270,en,Saw III,14.94,"Lions Gate Films, Twisted Pictures, Evolution Entertainment",United States of America,2006-10-27,"$163,876,815.00",108,English,Released,Saw III,6.1,1104,yes,no,yes,no
"$1,200,000.00","Action, Adventure, Drama, War",43884,tt0027438,en,The Charge of the Light Brigade,5.4,Warner Bros.,United States of America,1936-10-20,"$2,736,000.00",115,English,Released,The Charge of the Light Brigade,6.8,18,yes,no,no,no
"$50,000,000.00","Crime, Fantasy, Drama",1427,tt0396171,en,Perfume: The Story of a Murderer,10.3,"Davis-Films, Nouvelles Éditions de Films (NEF), Rising Star, VIP Medienfonds 4, Ikiru Films, Constantin Film Produktion, Castelao Producciones","Spain, Germany, France",2006-09-13,"$132,180,323.00",147,English,Released,Perfume: The Story of a Murderer,7.1,1198,yes,no,yes,yes
"$12,000,000.00","Comedy, Family, Adventure",13767,tt0452681,en,The Santa Clause 3: The Escape Clause,6.83,"Walt Disney Pictures, Boxing Cat Films, Outlaw Productions (I), Santa Frost Productions",United States of America,2006-11-01,"$84,500,122.00",98,English,Released,The Santa Clause 3: The Escape Clause,5.0,241,yes,no,yes,no
"$35,000,000.00","Comedy, Drama, Romance",9726,tt0401445,en,A Good Year,7.82,"Fox 2000 Pictures, Scott Free Productions",United States of America,2006-09-09,"$42,064,105.00",118,"English, French, Russian",Released,A Good Year,6.5,360,yes,yes,yes,no
"$150,000,000.00","Adventure, Action, Thriller",36557,tt0381061,en,Casino Royale,23.07,"Eon Productions, Stillking Films, Babelsberg Film","Italy, United Kingdom, United States of America, Czech Republic, Germany",2006-11-14,"$599,045,960.00",144,"English, French",Released,Casino Royale,7.3,3930,yes,yes,yes,yes
"$100,000,000.00","Animation, Comedy",9836,tt0366548,en,Happy Feet,15.09,"Kennedy Miller Productions, Animal Logic",Australia,2006-11-16,"$384,335,608.00",108,English,Released,Happy Feet,5.9,1457,yes,no,yes,no
"$85,000,000.00","Comedy, Romance",1581,tt0457939,en,The Holiday,14.04,"Columbia Pictures, Universal Pictures, Waverly Films, Relativity Media","United Kingdom, United States of America",2006-12-08,"$194,168,700.00",136,English,Released,The Holiday,6.7,1259,yes,no,yes,yes
"$12,000,000.00","Romance, Drama",313,tt0448124,en,Snow Cake,11.56,"Revolution Films, Rhombus Media","Canada, United Kingdom",2006-02-09,"$1,381,665.00",112,"English, Russian",Released,Snow Cake,7.3,51,yes,yes,yes,yes
"$2,000,000.00","Crime, Drama, Thriller, Action",7873,tt0433387,en,Harsh Times,7.66,The Weinstein Company,United States of America,2005-09-11,"$5,967,038.00",120,"English, Spanish, Korean",Released,Harsh Times,6.3,198,yes,yes,no,no
"$22,000,000.00","Comedy, Music",2179,tt0365830,en,Tenacious D in The Pick of Destiny,7.98,"New Line Cinema, Red Hour Films",United States of America,2006-11-22,"$13,405,595.00",93,English,Released,Tenacious D in The Pick of Destiny,6.5,419,yes,no,yes,no
"$100,000,000.00","Drama, Thriller, Action",1372,tt0450259,en,Blood Diamond,12.48,"Bedford Falls Productions, Lonely Film Productions GmbH & Co. KG., Virtual Studios, Spring Creek Productions, Warner Bros., Initial Entertainment Group (IEG), Liberty Pictures","Germany, United States of America",2006-12-07,"$170,877,916.00",143,"Afrikaans, English",Released,Blood Diamond,7.4,2344,yes,yes,yes,yes
"$85,000,000.00","Comedy, Family, Fantasy",9986,tt0413895,en,Charlotte's Web,10.25,"Paramount Pictures, Kerner Entertainment Company","Germany, United States of America",2006-12-15,"$144,000,000.00",97,English,Released,Charlotte's Web,5.8,300,yes,no,yes,yes
"$100,000,000.00","Fantasy, Action, Adventure, Family",2486,tt0449010,en,Eragon,9.85,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Fox 2000 Pictures, Davis Entertainment, Mid Atlantic Films","United Kingdom, United States of America, Hungary",2006-12-14,"$249,288,105.00",104,English,Released,Eragon,4.9,990,yes,no,yes,yes
"$24,000,000.00",Drama,1246,tt0479143,en,Rocky Balboa,11.7,"Columbia Pictures, Revolution Studios, Rogue Marble, Metro-Goldwyn-Mayer (MGM)",United States of America,2006-12-20,"$155,721,132.00",102,"English, Spanish",Released,Rocky Balboa,6.5,858,no,yes,yes,no
"$16,800,000.00","Drama, Mystery, Romance",18615,tt0422295,en,Fur: An Imaginary Portrait of Diane Arbus,5.11,"River Road Entertainment, Edward R. Pressman Film, Iron Film",United States of America,2006-08-30,"$2,281,089.00",122,English,Released,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,yes,no,yes,no
"$500,000.00","Comedy, Romance",12795,tt0443431,en,Another Gay Movie,5.98,"TLA Releasing, Luna Filmproduktion",United States of America,2006-04-28,"$745,327.00",92,"English, Russian",Released,Another Gay Movie,5.2,48,yes,yes,yes,no
"$65,000,000.00",Drama,11170,tt0758794,en,We Are Marshall,5.4,"Legendary Pictures, Thunder Road Pictures, Wonderland Sound and Vision, Warner Bros.",United States of America,2006-12-12,"$43,545,364.00",124,English,Released,We Are Marshall,6.7,189,no,no,yes,no
"$85,000,000.00","Drama, Thriller, History",1247,tt0343737,en,The Good Shepherd,11.06,"Universal Pictures, American Zoetrope, Morgan Creek Productions",United States of America,2006-12-11,"$59,908,565.00",167,"English, Russian, Spanish, German, Lingala",Released,The Good Shepherd,6.3,342,yes,yes,yes,no
"$70,000,000.00",Drama,1125,tt0443489,en,Dreamgirls,7.74,"Paramount Pictures, DreamWorks SKG, Laurence Mark Productions",United States of America,2006-12-25,"$154,937,680.00",134,English,Released,Dreamgirls,6.6,292,no,no,yes,no
"$21,000,000.00","Crime, Drama",1646,tt0463998,en,Freedom Writers,13.59,"Double Feature Films, Jersey Films, Kernos Filmproduktionsgesellschaft & Company","Germany, United States of America",2007-01-05,"$41,170,784.00",123,"English, Spanish",Released,Freedom Writers,7.6,368,yes,yes,yes,yes
"$4,000,000.00","Comedy, Drama",8618,tt0464049,en,The History Boys,3.4,"DNA Films, BBC Films, UK Film Council",United Kingdom,2006-10-02,"$13,401,952.00",109,English,Released,The History Boys,6.6,66,yes,no,yes,no
"$15,000,000.00","Drama, Romance",1259,tt0465551,en,Notes on a Scandal,8.59,"Fox Searchlight Pictures, Scott Rudin Productions, DNA Films, BBC Films, Ingenious Film Partners, UK Film Council",United Kingdom,2006-12-25,"$49,469,904.00",92,"English, French",Released,Notes on a Scandal,6.9,239,yes,yes,yes,no
"$32,000,000.00","War, Crime, Drama, Mystery, Romance, Thriller",182,tt0452624,en,The Good German,5.29,"Warner Bros., Section Eight Productions, Sunset Gower Studios",United States of America,2006-12-08,"$5,914,908.00",108,"English, German, Chinese, Russian",Released,The Good German,5.9,87,yes,yes,yes,no
"$19,000,000.00","Action, Adventure, Drama, War",1251,tt0498380,en,Letters from Iwo Jima,11.65,"DreamWorks SKG, Amblin Entertainment, Malpaso Productions, Warner Bros.","Japan, United States of America",2006-12-19,"$68,673,228.00",141,"English, Japanese",Released,Letters from Iwo Jima,7.2,553,yes,yes,yes,yes
"$13,000,000.00","Drama, Music",1931,tt0775539,en,Stomp the Yard,5.61,Rainforest Films,United States of America,2007-05-16,"$75,511,123.00",114,English,Released,Stomp the Yard,6.1,90,yes,no,no,no
"$30,000,000.00","Drama, Family, Romance",13967,tt0482546,en,Miss Potter,8.6,BBC Films,"United Kingdom, United States of America",2006-12-03,"$35,078,241.00",92,English,Released,Miss Potter,6.3,143,yes,no,no,yes
"$60,000,000.00","Adventure, Drama, Family",1265,tt0398808,en,Bridge to Terabithia,8.46,"Walden Media, Hal Lieberman Company, Lauren Levine Productions Inc.",United States of America,2007-02-16,"$137,587,063.00",96,English,Released,Bridge to Terabithia,7.0,1146,yes,no,yes,no
"$2,000,000.00",Comedy,10758,tt0473308,en,Waitress,11.28,Night and Day Pictures,United States of America,2007-05-25,"$22,179,430.00",108,English,Released,Waitress,6.6,132,no,no,no,no
"$25,000,000.00","Comedy, Drama, Romance",13668,tt0395495,en,Catch and Release,5.95,"Columbia Pictures Corporation, Relativity Media",United States of America,2006-10-20,"$16,158,487.00",111,English,Released,Catch and Release,5.8,109,yes,no,yes,no
"$17,000,000.00","Action, Comedy, Crime, Thriller",7516,tt0475394,en,Smokin' Aces,7.91,"Universal Pictures, StudioCanal, Relativity Media, Scion Films, Working Title Films","France, United Kingdom, United States of America",2006-12-09,"$57,103,895.00",109,English,Released,Smokin' Aces,6.4,541,yes,no,yes,yes
"$16,000,000.00","Mystery, Thriller, Horror",9966,tt0425430,en,The Messengers,9.63,"Columbia Pictures, Ghost House Pictures, Mandate Pictures, Blue Star Pictures, Screen Gems, Scarecrow Productions",United States of America,2007-02-02,"$1,109,660.00",90,English,Released,The Messengers,5.6,216,yes,no,yes,no
"$50,000,000.00","Crime, Drama, Thriller",1248,tt0367959,en,Hannibal Rising,2.16,"Ingenious Film Partners, ETIC Films, Quinta Communications, Dino De Laurentiis Company, Zephyr Films, Young Hannibal Productions, Carthago Films S.a.r.l.","United Kingdom, Czech Republic, France, Italy",2007-02-06,"$82,169,884.00",121,"English, German, Russian",Released,Hannibal Rising,6.0,666,yes,yes,yes,yes
"$60,000,000.00",Comedy,9757,tt0477051,en,Norbit,7.67,"DreamWorks SKG, Davis Entertainment, Tollin/Robbins Productions",United States of America,2007-02-08,"$95,673,607.00",101,English,Released,Norbit,5.0,434,no,no,yes,no
"$150,000,000.00","Animation, Comedy, Family, Fantasy",2062,tt0382932,en,Ratatouille,20.51,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2007-06-22,"$623,722,818.00",111,English,Released,Ratatouille,7.5,4510,yes,no,yes,no
"$13,000,000.00","Drama, Romance",2266,tt0401711,fr,"Paris, je t'aime",6.98,"Filmazure, Pirol Stiftung, Victoires International",France,2006-05-16,"$4,857,367.00",120,"Spanish, French, English, Chinese, Arabic",Released,"Paris, je t'aime",6.7,213,yes,yes,yes,no
"$13,000,000.00","Adventure, Comedy, Drama, Science Fiction",5172,tt0469263,en,The Astronaut Farmer,6.86,Polish Brothers Construction,United States of America,2006-10-15,"$11,130,889.00",104,English,Released,The Astronaut Farmer,6.2,124,yes,no,no,no
"$15,500,000.00","Comedy, Fantasy, Romance",37725,tt0482527,en,It's a Boy Girl Thing,8.96,"Prospero Pictures, Icon Entertainment International, Scion Films, Rocket Pictures, Alliance Atlantis Motion Picture Production","Canada, United States of America, United Kingdom",2006-12-26,"$7,385,434.00",95,English,Released,It's a Boy Girl Thing,6.3,279,yes,no,yes,yes
"$3,700,000.00","Crime, Drama, Mystery, Thriller",9828,tt0450340,en,Unknown,13.51,Rick Lashbrook Films,United States of America,2006-11-03,"$3,338,228.00",98,English,Released,Unknown,6.4,116,yes,no,no,no
"$5,000,000.00",Comedy,9958,tt0425601,en,Trailer Park Boys: The Movie,3.17,Alliance Films,Canada,2006-10-06,"$3,833,507.00",95,English,Released,Trailer Park Boys: The Movie,6.8,53,no,no,no,no
"$110,000,000.00","Thriller, Action, Fantasy, Horror",1250,tt0259324,en,Ghost Rider,11.9,"Columbia Pictures Corporation, Relativity Media, Michael De Luca Productions, Marvel Enterprises, Crystal Sky Pictures, GH One, Vengeance Productions Pty. Ltd.","United States of America, Australia",2007-02-16,"$228,738,393.00",114,English,Released,Ghost Rider,5.2,1754,yes,no,yes,yes
"$10,000,000.00","Comedy, Drama, Romance",16555,tt0778661,en,Daddy's Little Girls,6.06,"Lions Gate Films, Tyler Perry Company, The",United States of America,2007-02-14,"$31,609,243.00",100,English,Released,Daddy's Little Girls,6.6,19,yes,no,yes,no
"$40,000,000.00","Comedy, Music, Romance",11172,tt0758766,en,Music and Lyrics,7.2,"Village Roadshow Pictures, Castle Rock Entertainment, Reserve Room, Flower Films (II)",United States of America,2007-02-09,"$145,896,422.00",96,English,Released,Music and Lyrics,6.2,569,yes,no,yes,no
"$30,000,000.00","Thriller, Drama, Mystery",3594,tt0481369,en,The Number 23,8.14,"New Line Cinema, Contrafilm, Firm Films","Germany, United States of America",2007-02-23,"$77,566,815.00",101,English,Released,The Number 23,6.3,1045,yes,no,yes,yes
"$15,000,000.00",Drama,7874,tt0462200,en,Black Snake Moan,7.05,Paramount Classics,United States of America,2006-12-08,"$10,903,846.00",116,"Czech, English",Released,Black Snake Moan,6.6,247,no,yes,no,no
"$12,000,000.00","Crime, Action, Comedy",4638,tt0425112,en,Hot Fuzz,13.54,"Universal Pictures, Big Talk Productions, StudioCanal, GAGA, Working Title Films",United Kingdom,2007-02-14,"$80,573,774.00",121,English,Released,Hot Fuzz,7.4,2252,yes,no,yes,no
"$70,000,000.00","Action, Science Fiction, Thriller",1738,tt0435705,en,Next,9.42,"Paramount Pictures, Virtual Studios, Revolution Studios, Saturn Films, Broken Road Productions",United States of America,2007-04-24,"$76,066,841.00",96,"English, French, German",Released,Next,5.9,880,yes,yes,yes,no
"$818,418.00",Drama,14375,tt0418110,en,Romanzo criminale,4.39,"Warner Bros., Cattleya, Aquarius Films, Babe Film",Italy,2005-09-30,"$4,851,244.00",152,"French, Italian, English",Released,Romanzo criminale,7.3,112,no,yes,yes,no
"$13,000,000.00","Comedy, Crime",31659,tt0092226,en,Wise Guys,1.88,Metro-Goldwyn-Mayer (MGM),United States of America,1986-04-17,"$8,475,466.00",100,English,Released,Wise Guys,6.1,26,yes,no,no,no
"$65,000,000.00","Crime, Drama, Mystery, Thriller",1949,tt0443706,en,Zodiac,19.08,"Paramount Pictures, Warner Bros., Phoenix Pictures",United States of America,2007-03-02,"$84,785,914.00",157,English,Released,Zodiac,7.3,2080,yes,no,yes,no
"$65,000,000.00","Action, Adventure, War",1271,tt0416449,en,300,18.11,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films",United States of America,2006-12-09,"$422,610,419.00",117,English,Released,300,7.0,5092,yes,no,yes,no
"$16,500,000.00","Drama, Romance",2977,tt0416508,en,Becoming Jane,7.83,"Ecosse Films, 2 Entertain, Bueprint Pictures","United Kingdom, United States of America",2007-03-02,"$37,311,672.00",120,"English, Turkish",Released,Becoming Jane,6.9,325,yes,yes,yes,yes
"$12,000,000.00",Drama,16727,tt0433416,en,The Namesake,4.27,"Fox Searchlight Pictures, Mirabai Films","India, United States of America",2006-09-02,"$20,138,836.00",122,"Bangla, Czech, English, French, Hindi",Released,The Namesake,6.8,50,no,yes,yes,yes
"$11,000,000.00","Comedy, Romance",14434,tt0770772,en,I Think I Love My Wife,3.97,Fox Searchlight Pictures,"India, United States of America",2007-03-16,"$13,196,245.00",90,English,Released,I Think I Love My Wife,5.0,56,yes,no,no,yes
"$20,000,000.00","Thriller, Drama, Mystery",9963,tt0477071,en,Premonition,10.16,"TriStar Pictures, Hyde Park Films, Offspring Entertainment",United States of America,2007-02-08,"$84,146,832.00",96,English,Released,Premonition,5.8,391,yes,no,yes,no
